Order ID , Order Item ID , Order YearMonth , Order Year , Order Month , Order Day ,Order Time,Order Quantity,Product Department,Product Category,Product Name, Customer ID ,Customer Market,Customer Region,Customer Country,Warehouse Country,Shipment Year,Shipment Month,Shipment Day,Shipment Mode, Shipment Days - Scheduled , Gross Sales , Discount % , Profit 
29686,74269,201503,2015,3,21,7:04,3,Golf,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,7802,Pacific Asia,South Asia,India,Puerto Rico,2015,3,25,Standard Class,4,210,0.07,139
31286,78194,201505,2015,5,31,18:00,3,Golf,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,9368,Pacific Asia,Oceania,Australia,Puerto Rico,2015,6,4,Second Class,2,90,0.12,63
43081,107620,201511,2015,11,3,19:11,3,Golf,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,12047,Africa,East Africa,Somalia,Puerto Rico,2015,11,7,First Class,1,90,0.1,71
51241,128044,201602,2016,2,14,5:12,2,Golf,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,11127,Africa,West Africa,Nigeria,Puerto Rico,2016,2,19,First Class,1,60,0.25,71
53261,133090,201603,2016,3,19,7:36,3,Golf,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,4392,LATAM,South America,Brazil,Puerto Rico,2016,3,25,Second Class,2,90,0.02,71
53576,133897,201603,2016,3,26,8:49,5,Golf,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,5301,LATAM,Central America,Mexico,Puerto Rico,2016,3,30,Standard Class,4,350,0.01,139
1595,3978,201606,2016,6,17,5:23,3,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,3536,LATAM,Caribbean,Cuba,Puerto Rico,2016,6,22,Standard Class,4,90,0.09,68
21836,54601,201609,2016,9,26,16:37,3,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,2961,Pacific Asia,Southeast Asia,Philippines,Puerto Rico,2016,10,2,Standard Class,4,90,0.06,68
43695,109131,201701,2017,1,2,4:55,3,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,9549,Africa,East Africa,Kenya,Puerto Rico,2017,1,8,Standard Class,4,90,0.02,68
45066,112528,201702,2017,2,21,1:42,5,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,8309,Pacific Asia,South Asia,Iran,Puerto Rico,2017,2,23,Standard Class,4,150,0.1,68
45096,112611,201703,2017,3,9,11:50,2,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,1633,North America,Canada,Canada,Puerto Rico,2017,3,11,Standard Class,4,60,0.09,68
65061,162618,201708,2017,8,7,17:24,4,Fan Shop,Hunting & Shooting,The North Face Women's Recon Backpack,1807,Europe,Northern Europe,United Kingdom,Puerto Rico,2017,8,9,Standard Class,4,396,0.03,176
1165,2893,201502,2015,2,14,4:29,2,Outdoors,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,5885,LATAM,South America,Brazil,Puerto Rico,2015,2,16,Second Class,2,130,  -  ,143
3595,8935,201504,2015,4,3,12:08,5,Outdoors,Golf Gloves,Clicgear 8.0 Shoe Brush,10269,LATAM,South America,Argentina,Puerto Rico,2015,4,7,Standard Class,4,50,0.07,16
3926,9757,201504,2015,4,20,21:23,4,Outdoors,Golf Gloves,Clicgear 8.0 Shoe Brush,11520,LATAM,Caribbean,Dominican�Republic,Puerto Rico,2015,4,25,First Class,1,40,0.12,16
6338,15863,201507,2015,7,1,21:38,3,Outdoors,Golf Apparel,Top Flite Women's 2017 XL Hybrid,3504,LATAM,Central America,Mexico,Puerto Rico,2015,7,4,Standard Class,4,60,0.16,47
11653,29135,201603,2016,3,9,9:22,4,Outdoors,Golf Gloves,Clicgear 8.0 Shoe Brush,11305,Europe,Western Europe,France,Puerto Rico,2016,3,11,First Class,1,40,0.04,16
13556,33971,201605,2016,5,5,17:31,4,Outdoors,Trade-In,Glove It Urban Brick Golf Towel,7258,Europe,Southern Europe,Italy,Puerto Rico,2016,5,9,Standard Class,4,64,0.03,31
15936,39814,201607,2016,7,21,0:25,2,Outdoors,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,5635,Europe,Western Europe,Austria,Puerto Rico,2016,7,26,Same Day,3,44,0.01,43
19665,49161,201703,2017,3,14,9:12,5,Outdoors,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,951,Europe,Northern Europe,United Kingdom,Puerto Rico,2017,3,16,Second Class,2,110,0.17,43
27665,69250,201707,2017,7,14,5:11,5,Outdoors,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,7953,Pacific Asia,Eastern Asia,China,Puerto Rico,2017,7,17,Second Class,2,325,0.09,143
29995,75009,201708,2017,8,30,12:18,5,Outdoors,Trade-In,Glove It Urban Brick Golf Towel,387,Pacific Asia,South Asia,India,Puerto Rico,2017,9,2,Standard Class,4,80,0.15,31
31286,78195,201502,2015,2,18,19:33,5,Outdoors,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,9368,Pacific Asia,Oceania,Australia,Puerto Rico,2015,2,24,Second Class,2,325,0.05,143
33325,83245,201503,2015,3,21,13:43,4,Outdoors,Golf Apparel,Top Flite Women's 2017 XL Hybrid,4322,North America,East of USA,USA,Puerto Rico,2015,3,24,Second Class,2,80,0.13,47
33618,83920,201504,2015,4,23,12:48,4,Outdoors,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,3563,North America,South of  USA,USA,Puerto Rico,2015,4,29,Standard Class,4,260,0.07,143
35371,88354,201506,2015,6,20,2:12,2,Outdoors,Trade-In,Glove It Imperial Golf Towel,3200,North America,South of  USA,USA,Puerto Rico,2015,6,22,Second Class,2,32,0.07,28
37235,92944,201507,2015,7,17,20:55,4,Outdoors,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,4118,North America,US Center,USA,Puerto Rico,2015,7,19,Second Class,2,260,0.02,143
49823,124555,201603,2016,3,13,20:14,5,Outdoors,Golf Apparel,Top Flite Women's 2017 XL Hybrid,9325,Africa,West Africa,Cote d�Ivoire,Puerto Rico,2016,3,19,Second Class,2,100,0.07,47
51241,128043,201604,2016,4,1,16:31,3,Outdoors,Golf Gloves,Clicgear 8.0 Shoe Brush,11127,Africa,West Africa,Nigeria,Puerto Rico,2016,4,3,First Class,1,30,0.17,16
51841,129526,201604,2016,4,6,0:55,2,Outdoors,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,11802,LATAM,Central America,Mexico,Puerto Rico,2016,4,11,Standard Class,4,44,0.03,43
53576,133898,201605,2016,5,15,17:31,5,Outdoors,Trade-In,Glove It Urban Brick Golf Towel,5301,LATAM,Central America,Mexico,Puerto Rico,2016,5,16,Standard Class,4,80,0.1,31
55036,137648,201607,2016,7,4,8:41,5,Outdoors,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,8559,LATAM,South America,Brazil,Puerto Rico,2016,7,6,Second Class,2,110,0.1,43
57228,143149,201609,2016,9,26,1:12,5,Outdoors,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,8881,LATAM,Central America,Mexico,Puerto Rico,2016,9,28,Standard Class,4,325,0.13,143
57518,143889,201611,2016,11,7,7:06,5,Outdoors,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,6977,LATAM,Central America,Panama,Puerto Rico,2016,11,9,Standard Class,4,325,0.12,143
61208,153110,201702,2017,2,21,1:42,5,Outdoors,Kids' Golf Clubs,Polar FT4 Heart Rate Monitor,8155,LATAM,Central America,Mexico,Puerto Rico,2017,2,23,First Class,1,450,0.2,173
61961,154907,201703,2017,3,19,22:20,5,Outdoors,Golf Gloves,Bag Boy M330 Push Cart,3743,Europe,Northern Europe,United Kingdom,Puerto Rico,2017,3,21,First Class,1,400,0.02,188
63951,159867,201704,2017,4,28,8:37,4,Outdoors,Women's Golf Clubs,MDGolf Pittsburgh Penguins Putter,3136,Europe,Western Europe,Germany,Puerto Rico,2017,5,1,Second Class,2,320,  -  ,158
65256,163073,201706,2017,6,30,18:31,4,Outdoors,Kids' Golf Clubs,Polar FT4 Heart Rate Monitor,2306,Europe,Southern Europe,Italy,Puerto Rico,2017,7,2,Standard Class,4,360,0.09,173
67201,167955,201709,2017,9,7,23:09,4,Outdoors,Golf Shoes,LIJA Women's Argyle Golf Polo,7258,Europe,Western Europe,France,Puerto Rico,2017,9,9,First Class,1,320,0.13,134
2133,5349,201502,2015,2,1,2:56,4,Outdoors,Golf Balls,Glove It Women's Imperial Golf Glove,468,LATAM,Caribbean,Cuba,Puerto Rico,2015,2,1,Same Day,3,80,0.16,44
11893,29722,201506,2015,6,23,14:17,5,Outdoors,Golf Balls,Glove It Women's Mod Oval Golf Glove,3542,Europe,Western Europe,France,Puerto Rico,2015,6,25,First Class,1,100,0.1,47
51223,127999,201701,2017,1,17,17:20,5,Outdoors,Golf Balls,Glove It Women's Mod Oval Golf Glove,8555,Europe,Eastern Europe,Romania,Puerto Rico,2017,1,18,Same Day,3,100,0.04,47
55906,139793,201703,2017,3,27,2:00,3,Outdoors,Golf Balls,Hirzl Men's Hybrid Golf Glove,633,LATAM,Central America,Mexico,Puerto Rico,2017,3,29,Second Class,2,45,0.06,31
6328,15838,201504,2015,4,3,8:37,5,Outdoors,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,8658,LATAM,Central America,Mexico,Puerto Rico,2015,4,7,Standard Class,4,90,0.18,42
8358,20878,201505,2015,5,2,23:49,4,Outdoors,Golf Balls,Glove It Women's Imperial Golf Glove,5306,LATAM,Central America,Mexico,Puerto Rico,2015,5,6,Standard Class,4,80,0.1,44
21855,54656,201511,2015,11,16,0:25,3,Outdoors,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,10707,Pacific Asia,Oceania,Australia,Puerto Rico,2015,11,22,Standard Class,4,54,0.09,42
23856,59717,201512,2015,12,15,5:28,4,Outdoors,Golf Balls,Hirzl Women's Hybrid Golf Glove,3316,Pacific Asia,Eastern Asia,China,Puerto Rico,2015,12,17,Standard Class,4,60,0.17,36
31831,79527,201604,2016,4,9,15:28,2,Outdoors,Golf Balls,Hirzl Men's Hybrid Golf Glove,9767,North America,South of  USA,USA,Puerto Rico,2016,4,11,Standard Class,4,30,0.13,31
33861,84530,201605,2016,5,9,6:39,3,Outdoors,Golf Balls,Glove It Women's Imperial Golf Glove,8586,North America,East of USA,USA,Puerto Rico,2016,5,11,Standard Class,4,60,0.13,44
45066,112529,201610,2016,10,19,20:16,2,Outdoors,Golf Balls,Glove It Women's Imperial Golf Glove,8309,Pacific Asia,South Asia,Iran,Puerto Rico,2016,10,21,Standard Class,4,40,0.06,44
1105,2749,201501,2015,1,17,2:46,5,Outdoors,Electronics,Titleist Pro V1x Golf Balls,9760,LATAM,Caribbean,Jamaica,Puerto Rico,2015,1,23,Standard Class,4,240,0.04,107
3303,8207,201502,2015,2,18,4:50,3,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,7186,LATAM,Central America,Mexico,Puerto Rico,2015,2,22,Standard Class,4,96,0.07,60
9761,24366,201505,2015,5,23,11:21,4,Outdoors,Electronics,Titleist Pro V1 High Numbers Personalized Gol,3767,LATAM,Caribbean,Cuba,Puerto Rico,2015,5,25,First Class,1,208,0.03,100
13873,34744,201507,2015,7,22,11:58,2,Outdoors,Electronics,Titleist Pro V1x Golf Balls,6424,Europe,Western Europe,Germany,Puerto Rico,2015,7,26,Standard Class,4,96,0.18,107
17938,44809,201509,2015,9,19,20:07,4,Outdoors,Electronics,Titleist Pro V1 High Numbers Personalized Gol,693,Europe,Western Europe,France,Puerto Rico,2015,9,23,Standard Class,4,208,0.02,100
21941,54888,201511,2015,11,17,6:33,5,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Carolina,2796,Pacific Asia,Oceania,Australia,Puerto Rico,2015,11,19,Standard Class,4,160,0.03,73
23035,57674,201512,2015,12,3,5:50,4,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,5136,Pacific Asia,Oceania,Australia,Puerto Rico,2015,12,3,Same Day,3,128,0.02,69
23206,58096,201512,2015,12,5,17:44,3,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Carolina,8229,Pacific Asia,South Asia,India,Puerto Rico,2015,12,7,Standard Class,4,96,0.25,73
23973,60017,201512,2015,12,16,22:27,3,Outdoors,Electronics,Titleist Pro V1x High Numbers Golf Balls,4019,Pacific Asia,South Asia,India,Puerto Rico,2015,12,20,Standard Class,4,144,0.1,104
25343,63477,201601,2016,1,5,22:25,5,Outdoors,Electronics,Titleist Pro V1x Golf Balls,9960,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,2016,1,7,First Class,1,240,0.13,107
29071,72738,201602,2016,2,29,8:30,5,Outdoors,Electronics,Titleist Pro V1x Golf Balls,4971,Pacific Asia,Southeast Asia,Philippines,Puerto Rico,2016,3,2,Standard Class,4,240,0.03,107
29813,74609,201603,2016,3,11,4:28,2,Outdoors,Electronics,Titleist Pro V1x High Numbers Golf Balls,2890,Pacific Asia,Southeast Asia,Thailand,Puerto Rico,2016,3,13,First Class,1,96,0.05,104
31095,77702,201603,2016,3,29,21:36,4,Outdoors,Electronics,Titleist Pro V1x Golf Balls,5155,Pacific Asia,Oceania,Australia,Puerto Rico,2016,4,4,Standard Class,4,192,0.02,107
31336,78332,201604,2016,4,2,10:02,5,Outdoors,Electronics,Titleist Pro V1x High Numbers Golf Balls,9554,North America,US Center,USA,Puerto Rico,2016,4,4,Standard Class,4,240,0.2,104
33343,83289,201605,2016,5,1,17:11,2,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,3038,North America,East of USA,USA,Puerto Rico,2016,5,5,Standard Class,4,64,0.07,60
33353,83305,201605,2016,5,1,20:41,4,Outdoors,Electronics,Titleist Pro V1x High Numbers Personalized Go,1369,North America,US Center,USA,Puerto Rico,2016,5,5,Second Class,2,208,  -  ,122
35925,89720,201606,2016,6,8,9:46,5,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,11318,North America,East of USA,USA,Puerto Rico,2016,6,8,Same Day,3,160,0.2,69
37861,94489,201607,2016,7,6,16:02,3,Outdoors,Electronics,Titleist Pro V1x Golf Balls,11039,North America,East of USA,USA,Puerto Rico,2016,7,8,Second Class,2,144,0.07,107
39918,99583,201608,2016,8,5,16:42,3,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Carolina,2884,North America,South of  USA,USA,Puerto Rico,2016,8,9,Standard Class,4,96,0.18,73
43503,108665,201609,2016,9,27,0:41,5,Outdoors,Electronics,Titleist Pro V1x High Numbers Personalized Go,1486,Africa,West Africa,Senegal,Puerto Rico,2016,10,1,Standard Class,4,260,0.16,122
43803,109399,201610,2016,10,1,9:47,3,Outdoors,Electronics,Titleist Pro V1x High Numbers Golf Balls,8277,Africa,East Africa,Zambia,Puerto Rico,2016,10,5,Standard Class,4,144,0.15,104
43923,109716,201610,2016,10,3,3:49,3,Outdoors,Electronics,Titleist Pro V1x High Numbers Personalized Go,447,Pacific Asia,West Asia,UAE,Puerto Rico,2016,10,3,Same Day,3,156,0.06,122
45813,114517,201610,2016,10,30,17:59,4,Outdoors,Electronics,Titleist Pro V1x High Numbers Personalized Go,425,Pacific Asia,West Asia,Turkey,Puerto Rico,2016,11,3,Standard Class,4,208,0.03,122
45871,114665,201610,2016,10,31,14:18,5,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,11344,Europe,Eastern Europe,Poland,Puerto Rico,2016,11,2,Second Class,2,160,  -  ,69
45911,114748,201611,2016,11,1,4:19,2,Outdoors,Electronics,Titleist Pro V1x High Numbers Golf Balls,6262,Europe,Eastern Europe,Poland,Puerto Rico,2016,11,3,Standard Class,4,96,0.01,104
51586,128915,201701,2017,1,23,0:31,4,Outdoors,Electronics,Titleist Pro V1x High Numbers Personalized Go,5785,LATAM,Central America,Mexico,Puerto Rico,2017,1,25,Standard Class,4,208,0.09,122
53621,134030,201702,2017,2,21,17:28,3,Outdoors,Electronics,Titleist Pro V1x Golf Balls,5058,LATAM,Central America,Mexico,Puerto Rico,2017,2,23,Standard Class,4,144,  -  ,107
55876,139715,201703,2017,3,26,15:30,3,Outdoors,Electronics,Titleist Pro V1x High Numbers Golf Balls,5421,LATAM,Central America,Nicaragua,Puerto Rico,2017,3,28,Standard Class,4,144,0.13,104
8983,22407,201505,2015,5,12,2:47,2,Outdoors,Accessories,Team Golf San Francisco Giants Putter Grip,10360,LATAM,South America,Brazil,Puerto Rico,2015,5,16,Second Class,2,50,0.05,57
13921,34841,201507,2015,7,23,4:47,2,Outdoors,Accessories,Team Golf San Francisco Giants Putter Grip,10147,Europe,Southern Europe,Spain,Puerto Rico,2015,7,25,First Class,1,50,0.06,57
15905,39732,201508,2015,8,21,3:52,2,Outdoors,Accessories,Team Golf St. Louis Cardinals Putter Grip,3599,Europe,Western Europe,Switzerland,Puerto Rico,2015,8,23,First Class,1,50,0.13,55
21283,53228,201511,2015,11,7,16:01,4,Outdoors,Accessories,Team Golf Texas Longhorns Putter Grip,7802,Pacific Asia,Southeast Asia,Philippines,Puerto Rico,2015,11,11,Second Class,2,100,0.04,58
27665,69253,201602,2016,2,8,19:55,3,Outdoors,Accessories,Team Golf New England Patriots Putter Grip,7953,Pacific Asia,Eastern Asia,China,Puerto Rico,2016,2,14,Second Class,2,75,0.05,55
33808,84382,201605,2016,5,8,12:05,3,Outdoors,Accessories,Team Golf Pittsburgh Steelers Putter Grip,9526,North America,South of  USA,USA,Puerto Rico,2016,5,12,Second Class,2,75,0.18,55
35361,88329,201605,2016,5,31,4:10,5,Outdoors,Accessories,Team Golf Texas Longhorns Putter Grip,11039,North America,South of  USA,USA,Puerto Rico,2016,6,2,First Class,1,125,0.1,58
43033,107507,201609,2016,9,20,4:01,5,Outdoors,Accessories,Team Golf Tennessee Volunteers Putter Grip,5526,Europe,Eastern Europe,Romania,Puerto Rico,2016,9,24,Second Class,2,125,0.09,60
45665,114141,201610,2016,10,28,14:07,5,Outdoors,Accessories,Team Golf San Francisco Giants Putter Grip,3038,Europe,Eastern Europe,Romania,Puerto Rico,2016,11,3,Second Class,2,125,0.17,57
49568,123866,201612,2016,12,24,13:31,2,Outdoors,Accessories,Team Golf Tennessee Volunteers Putter Grip,6346,Africa,North Africa,Egypt,Puerto Rico,2016,12,28,Second Class,2,50,0.2,60
3793,9445,201502,2015,2,25,8:30,2,Outdoors,Accessories,Team Golf St. Louis Cardinals Putter Grip,6564,LATAM,South America,Chile,Puerto Rico,2015,3,1,Standard Class,4,50,0.18,55
3793,9443,201502,2015,2,25,8:30,4,Outdoors,Accessories,Team Golf Pittsburgh Steelers Putter Grip,6564,LATAM,South America,Chile,Puerto Rico,2015,3,1,Standard Class,4,100,0.15,55
6358,15920,201504,2015,4,3,19:08,4,Outdoors,Accessories,Team Golf Pittsburgh Steelers Putter Grip,4209,LATAM,South America,Brazil,Puerto Rico,2015,4,7,Standard Class,4,100,0.13,55
11985,29939,201506,2015,6,24,22:31,5,Outdoors,Accessories,Team Golf Texas Longhorns Putter Grip,12114,Europe,Western Europe,France,Puerto Rico,2015,6,30,Standard Class,4,125,0.15,58
31366,78402,201604,2016,4,2,20:33,4,Outdoors,Accessories,Team Golf Pittsburgh Steelers Putter Grip,1175,North America,South of  USA,USA,Puerto Rico,2016,4,4,Standard Class,4,100,0.06,55
39358,98262,201607,2016,7,28,12:30,2,Outdoors,Accessories,Team Golf New England Patriots Putter Grip,7940,North America,East of USA,USA,Puerto Rico,2016,8,1,Standard Class,4,50,0.25,55
43623,108947,201609,2016,9,28,18:43,4,Outdoors,Accessories,Team Golf St. Louis Cardinals Putter Grip,11414,Pacific Asia,West Asia,Iraq,Puerto Rico,2016,10,2,Standard Class,4,100,0.01,55
49951,124886,201612,2016,12,30,3:42,5,Outdoors,Accessories,Team Golf New England Patriots Putter Grip,3661,Pacific Asia,West Asia,Turkey,Puerto Rico,2017,1,1,Standard Class,4,125,0.16,55
51816,129455,201701,2017,1,26,9:06,4,Outdoors,Accessories,Team Golf Pittsburgh Steelers Putter Grip,12279,LATAM,South America,Brazil,Puerto Rico,2017,1,28,Standard Class,4,100,0.25,55
1503,3747,201501,2015,1,22,22:13,5,Outdoors,Golf Gloves,Bag Boy Beverage Holder,3309,LATAM,South America,Brazil,Puerto Rico,2015,1,26,Standard Class,4,125,0.13,59
21605,54017,201511,2015,11,12,8:50,4,Outdoors,Golf Gloves,Bag Boy Beverage Holder,12322,Pacific Asia,Eastern Asia,China,Puerto Rico,2015,11,18,Standard Class,4,100,0.25,59
23856,59716,201512,2015,12,15,5:28,5,Outdoors,Golf Gloves,Bag Boy Beverage Holder,3316,Pacific Asia,Eastern Asia,China,Puerto Rico,2015,12,17,Standard Class,4,125,0.18,59
1183,2938,201501,2015,1,21,21:41,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11732,LATAM,Central America,Mexico,Puerto Rico,2015,1,25,Same Day,3,150,0.09,125
17026,42578,201509,2015,9,9,17:20,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,10544,Europe,Western Europe,France,Puerto Rico,2015,9,15,Second Class,2,150,0.17,125
17245,43138,201509,2015,9,11,2:16,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6260,Europe,Western Europe,Switzerland,Puerto Rico,2015,9,16,Second Class,2,150,0.18,125
19818,49530,201511,2015,11,10,23:12,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,12217,Europe,Southern Europe,Spain,Puerto Rico,2015,11,15,Second Class,2,150,0.01,125
29813,74606,201604,2016,4,26,5:27,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2890,Pacific Asia,Southeast Asia,Thailand,Puerto Rico,2016,4,28,First Class,1,150,  -  ,125
49568,123870,201703,2017,3,10,1:51,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6346,Africa,North Africa,Egypt,Puerto Rico,2017,3,12,Second Class,2,150,0.02,125
53818,134550,201707,2017,7,23,23:13,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11102,LATAM,Central America,Mexico,Puerto Rico,2017,7,24,Second Class,2,150,0.15,125
67556,168899,201504,2015,4,10,12:38,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11199,Europe,Western Europe,France,Puerto Rico,2015,4,11,First Class,1,150,0.09,125
67621,169067,201505,2015,5,4,5:57,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,8912,Europe,Western Europe,Netherlands,Puerto Rico,2015,5,6,First Class,1,150,0.05,125
9751,24350,201603,2016,3,7,6:55,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,10616,LATAM,Central America,Honduras,Puerto Rico,2016,3,9,Standard Class,4,150,0.2,125
13873,34743,201603,2016,3,13,12:52,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6424,Europe,Western Europe,Germany,Puerto Rico,2016,3,15,Standard Class,4,150,0.01,125
17961,44873,201605,2016,5,2,15:36,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,3910,Europe,Southern Europe,Italy,Puerto Rico,2016,5,4,Standard Class,4,150,0.2,125
21608,54028,201605,2016,5,23,15:03,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7553,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,2016,5,25,Standard Class,4,150,0.03,125
31931,79807,201609,2016,9,14,16:17,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5378,North America,South of  USA,USA,Puerto Rico,2016,9,16,Standard Class,4,150,0.02,125
33233,83045,201610,2016,10,9,22:44,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4431,North America,West of USA,USA,Puerto Rico,2016,10,13,Standard Class,4,150,0.17,125
33863,84533,201610,2016,10,11,5:34,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2507,North America,West of USA,USA,Puerto Rico,2016,10,13,Standard Class,4,150,0.04,125
37945,94723,201612,2016,12,9,6:00,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,9197,North America,US Center,USA,Puerto Rico,2016,12,14,Standard Class,4,150,0.02,125
41245,102947,201702,2017,2,21,23:04,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11470,North America,US Center,USA,Puerto Rico,2017,2,23,Standard Class,4,150,0.2,125
41903,104596,201702,2017,2,22,3:38,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,3767,Pacific Asia,West Asia,Saudi Arabia,Puerto Rico,2017,2,28,Standard Class,4,150,0.05,125
43838,109493,201702,2017,2,25,15:22,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1167,North America,Canada,Canada,Puerto Rico,2017,2,27,Standard Class,4,150,0.18,125
51096,127693,201705,2017,5,9,13:41,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4735,Africa,West Africa,Nigeria,Puerto Rico,2017,5,15,Standard Class,4,150,0.05,125
57243,143187,201501,2015,1,11,22:24,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2134,LATAM,Caribbean,Cuba,Puerto Rico,2015,1,17,Standard Class,4,150,0.12,125
59993,150158,201502,2015,2,26,5:10,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5125,LATAM,Caribbean,Dominican�Republic,Puerto Rico,2015,3,1,Standard Class,4,150,0.15,125
59993,150160,201503,2015,3,7,20:03,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5125,LATAM,Caribbean,Dominican�Republic,Puerto Rico,2015,3,9,Standard Class,4,150,0.13,125
63963,159907,201503,2015,3,20,20:54,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,13,Europe,Western Europe,France,Puerto Rico,2015,3,25,Standard Class,4,150,0.13,125
67815,169545,201503,2015,3,23,6:01,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7616,Europe,Western Europe,France,Puerto Rico,2015,3,26,Standard Class,4,150,0.15,125
1728,4308,201504,2015,4,3,8:37,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,66,LATAM,South America,Colombia,Puerto Rico,2015,4,7,Second Class,2,150,0.13,125
2903,7259,201504,2015,4,11,10:43,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,9349,LATAM,Central America,Guatemala,Puerto Rico,2015,4,14,Standard Class,4,150,0.01,125
11263,28150,201505,2015,5,8,3:09,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2134,Europe,Western Europe,France,Puerto Rico,2015,5,14,Standard Class,4,150,0.07,125
15666,39159,201505,2015,5,23,7:51,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5049,Europe,Western Europe,Netherlands,Puerto Rico,2015,5,25,Standard Class,4,150,0.12,125
21336,53345,201506,2015,6,1,6:58,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,12132,Pacific Asia,Oceania,Australia,Puerto Rico,2015,6,7,Standard Class,4,150,0.2,125
21373,53444,201506,2015,6,14,9:34,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1077,Pacific Asia,Eastern Asia,China,Puerto Rico,2015,6,18,Standard Class,4,150,0.17,125
